,Day since infection,"Proba Neut Min
 vs. Lineage 1 antigen","Proba Neut Max
 vs. Lineage 1 antigen","Proba Neut Min
 vs. Lineage 2 antigen","Proba Neut Max
 vs. Lineage 2 antigen"
42,43,0.6799185541210302,0.8409050125895576,0.9967102919571349,0.9997274841763556
43,44,0.6708798513245489,0.8390491695499288,0.9963312967640652,0.9997168976458919
44,45,0.6617724783200711,0.8371270557079687,0.9959137982935068,0.9997056069494175
45,46,0.6526053109241654,0.8351421203957782,0.9954546995425608,0.9996935913670848
46,47,0.643386989357378,0.8330975425287661,0.9949507459634923,0.9996808282598422
47,48,0.6341259192423285,0.83099625852242,0.9943985266474408,0.9996672931563212
48,49,0.6248302719807171,0.8288409867590248,0.9937944764982466,0.9996529598211145
49,50,0.6155079846912679,0.8266342490971793,0.9931348794481525,0.9996378003075675
50,51,0.6061667598572321,0.8243783898389127,0.9924158727605118,0.9996217849976192
51,52,0.5968140648051983,0.8220755925045408,0.9916334524571488,0.9996048826307609
52,53,0.5874571311152008,0.8197278947116494,0.9907834798996958,0.9995870603238063
53,54,0.5781029540443686,0.8173372014097774,0.9898616895451606,0.9995682835828731
54,55,0.5687582920316999,0.814905296684906,0.9888636978862188,0.9995485163087295
55,56,0.5594296663393734,0.8124338543164411,0.9877850135763867,0.9995277207964747
56,57,0.5501233608757405,0.8099244472429674,0.9866210487294063,0.9995058577303557
57,58,0.5408454222364261,0.8073785560707912,0.985367131370995,0.9994828861744052
58,59,0.5316016599924582,0.8047975767404907,0.9840185190097044,0.9994587635594699
59,60,0.5223976472478554,0.8021828274507594,0.9825704132821278,0.999433445667125
60,61,0.5132387214834017,0.7995355549253209,0.9810179756162514,0.9994068866108884
61,62,0.5041299856983338,0.7968569400971941,0.979356343845493,0.9993790388151009
62,63,0.4950763098572383,0.7941481032747864,0.9775806496950766,0.9993498529917811
63,64,0.48608233264552614,0.7914101088459289,0.9756860370519865,0.9993192781157315
64,65,0.4771524635333605,0.7886439695687959,0.9736676809199871,0.9992872613981325
65,66,0.4682908851448322,0.7858506504925135,0.9715208069522111,0.9992537482588403
66,67,0.45950155592643116,0.7830310725449788,0.969240711445745,0.9992186822975733
67,68,0.45078821310648065,0.780186115820866,0.9668227816755918,0.9991820052641599
68,69,0.44215437593509366,0.7773166225988744,0.9642625164394687,0.9991436570279993
69,70,0.43360334919241894,0.7744234001138832,0.9615555466802037,0.9991035755468749
70,71,0.42513822695140013,0.771507223106741,0.9586976560490785,0.9990616968352479
71,72,0.41676189658000096,0.7685688361718704,0.9556848012714184,0.9990179549321511
72,73,0.40847704296679754,0.7656089559206487,0.9525131321750453,0.9989722818687893
73,74,0.4002861529530143,0.7626282729766,0.9491790112429463,0.9989246076359536
74,75,0.3921915199534789,0.7596274538167412,0.9456790325536404,0.9988748601513432
75,76,0.3841952487485252,0.7566071424719496,0.9420100399762295,0.9988229652268887
76,77,0.3762992604286449,0.7535679620979276,0.9381691444919759,0.9987688465361644
77,78,0.3685052974735912,0.7505105164271966,0.9341537405203715,0.9987124255819746
78,79,0.36081492894770084,0.7474353911115525,0.9299615211349969,0.9986536216641944
79,80,0.3532295557933961,0.7443431549635267,0.9255904920629164,0.9985923518479446
80,81,0.34575041620514124,0.7412343611046107,0.9210389843708067,0.9985285309321784
81,82,0.33837859106653656,0.7381095480273121,0.9163056657513579,0.998462071418752
82,83,0.3311150094337564,0.7349692405774779,0.9113895503345942,0.9983928834820563
83,84,0.3239604540491019,0.7318139508627826,0.9062900069604884,0.9983208749392791
84,85,0.3169155668691237,0.7286441790927696,0.9010067658614642,0.9982459512213695
85,86,0.3099808545924396,0.725460414355405,0.8955399237159303,0.9981680153447748
86,87,0.30315669417316726,0.7222631353346912,0.8898899470467482,0.9980869678840192
87,88,0.2964433383066396,0.7190528109735381,0.8840576739513237,0.9980027069451916
88,89,0.28984092087491575,0.7158299010857613,0.8780443141627234,0.9979151281404115
89,90,0.28334946234040603,0.7125948569207823,0.8718514474536911,0.9978241245633389
90,91,0.2769688750767847,0.709348121684341,0.865481020407551,0.9977295867657953
91,92,0.2706989686271838,0.7060901310182861,0.8589353415916221,0.9976314027355613
92,93,0.2645394548805212,0.7028213134422907,0.8522170751798082,0.9975294578754167
93,94,0.25848995315761714,0.6995420907601304,0.8453292330813775,0.9974236349834861
94,95,0.25254999519957877,0.6962528784329902,0.838275165642524,0.997313814234956
95,96,0.2467190300517167,0.6929540859220773,0.8310585509960075,0.997199873165226
96,97,0.2409964288370201,0.6896461170026782,0.8236833831419892,0.997081686654556
97,98,0.2353814894139753,0.686329370051643,0.8161539588500082,0.9969591269142732
98,99,0.22987344091419704,0.6830042383101484,0.8084748634778958,0.9968320634745984
99,100,0.22447144815605924,0.679671110123476,0.8006509558082564,0.996700363174153
100,101,0.21917461593112064,0.6763303691594134,0.7926873520069491,0.9965638901512057
101,102,0.2139819931608029,0.6729823946067951,0.7845894088107919,0.9964225058367182
102,103,0.20889257692131502,0.6696275613555924,0.7763627060535092,0.9962760689492466
103,104,0.20390531633540276,0.6662662401598726,0.7680130286397491,0.9961244354917553
104,105,0.1990191163299888,0.6628987977848655,0.7595463480768911,0.9959674587503987
105,106,0.19423284125926465,0.6595255971392906,0.750968803673351,0.9958049892953237
106,107,0.18954531839322264,0.6561469973940299,0.7422866835102553,0.9956368749835478
107,108,0.18495534127204738,0.6527633540881583,0.7335064052907414,0.9954629609639611
108,109,0.18046167292713233,0.6493750192232808,0.7246344971678195,0.9952830896845042
109,110,0.17606304896987057,0.6459823413470644,0.7156775786477739,0.9950971009015676
110,111,0.17175818054964298,0.6425856656267988,0.7066423416615459,0.9949048316916618
111,112,0.16754575718274212,0.6391853339137601,0.6975355318915404,0.9947061164653995
112,113,0.16342444945420465,0.6357816847991129,0.6883639304358382,0.9945007869838347
113,114,0.1593929115947651,0.6323750536620285,0.6791343358860427,0.9942886723771974
114,115,0.1554497839353337,0.6289657727106621,0.6698535468889252,0.994069599166064
115,116,0.15159369524159005,0.6255541710165826,0.6605283452557897,0.9938433912849981
116,117,0.14782326493142606,0.6221405745432222,0.6511654796771144,0.9936098701086977
117,118,0.14413710517810918,0.6187253061688603,0.6417716500935651,0.9933688544806771
118,119,0.140533822902144,0.6153086857046415,0.6323534927680546,0.9931201607445169
119,120,0.13701202165490134,0.6118910299080754,0.6229175660971107,0.9928636027777052
120,121,0.13357030339715903,0.6084726524924544,0.6134703371935386,0.9925989920280957
121,122,0.13020727017574818,0.605053864132586,0.6040181692662285,0.9923261375530038
122,123,0.12692152570155024,0.6016349724672128,0.59456730981701,0.99204484606096
123,124,0.12371167683209594,0.5982162820984694,0.5851238796687523,0.991754921956134
124,125,0.12057633496206321,0.5947980945887023,0.5756938628334534,0.9914561673854454
125,126,0.11751411732492778,0.591380708454954,0.5662830972239046,0.9911483822883687
126,127,0.11452364820905536,0.5879644191613962,0.556897266207667,0.9908313644494401
127,128,0.11160356009146732,0.5845495191099745,0.5475418909975673,0.9905049095534705
128,129,0.10875249469250814,0.5811362976295071,0.5382223238687541,0.9901688112434631
129,130,0.10596910395458992,0.5777250409634709,0.5289437421884922,0.9898228611812366
130,131,0.10325205094815537,0.5743160322566793,0.5197111432414223,0.9894668491107438
131,132,0.10060001070794156,0.570909551541055,0.5105293398298569,0.9891005629240798
132,133,0.09801167100258057,0.5675058757206748,0.5014029566259155,0.9887237887301658
133,134,0.09548573304050056,0.5641052785562584,0.49233642724985893,0.9883363109260926
134,135,0.09302091211503782,0.5607080306492551,0.48333399204688854,0.9879379122711055
135,136,0.09061593819159008,0.5573143994256738,0.4743996965328906,0.9875283739632054
136,137,0.0882695564395819,0.5539246491197896,0.46553739047814846,0.9871074757183435
137,138,0.08598052771192566,0.5505390407578483,0.4567507275968744,0.9866749958521777
138,139,0.08374762897459864,0.5471578321418822,0.4480431658095375,0.9862307113643581
139,140,0.08156965368887203,0.5437812778337432,0.43941796804432676,0.9857743980253049
140,141,0.07944541214864398,0.5404096291394422,0.4308782035437422,0.9853058304654394
141,142,0.0773737317752693,0.5370431340938882,0.42242674964214677,0.9848247822668256
142,143,0.07535345737217258,0.5336820374461004,0.4140662939801908,0.9843310260571722
143,144,0.07338345134147306,0.5303265806449704,0.40579933712228733,0.9838243336061493
144,145,0.07146259386476017,0.5269770018256346,0.3976281955437483,0.9833044759239636
145,146,0.06958978305008345,0.5236335357965198,0.3895550049547959,0.9827712233621353
146,147,0.06776393504713696,0.5202964140271117,0.3815817239293935,0.9822243457164176
147,148,0.0659839841325518,0.5169658646364954,0.3737101378077017,0.9816636123317952
148,149,0.06424888276712326,0.5136421123827106,0.36594186284192454,0.9810887922094949
149,150,0.06255760162673174,0.5103253786529567,0.35827835055637125,0.9804996541159379
150,151,0.06090912960863637,0.507015881454681,0.350720892293681,0.9798959666935638
151,152,0.05930247381476095,0.5037138354075807,0.3432706239203517,0.9792774985734471
152,153,0.057736659513502264,0.5004194517365396,0.3359285306659523,0.9786440184896295
153,154,0.056210730081543536,0.49713293826552307,0.3286954520716725,0.9779952953950862
154,155,0.054723746927070605,0.4938544994124465,0.32157208702515716,0.9773310985792426
155,156,0.05327478939573704,0.4905843361850326,0.31455899885989114,0.9766511977869528
156,157,0.051862954660652716,0.4873226461776672,0.30765662049871445,0.9759553633388509
157,158,0.05048735759761358,0.4840696235692624,0.3008652596223603,0.9752433662529859
158,159,0.04914713064672904,0.4808254591221325,0.2941851038452111,0.9745149783676406
159,160,0.047841423661546645,0.47759034018188473,0.2876162258817472,0.973769972465243
160,161,0.046569403746715476,0.4743644506783271,0.281158588688426,0.9730081223972683
161,162,0.045330255085187066,0.47114797112738926,0.274812050566953,0.9722292032100326
162,163,0.044123178755880677,0.46794107863405643,0.26857637021610303,0.9714329912712736
163,164,0.04294739254271274,0.46474394689630827,0.26245121172040575,0.9706192643974161
164,165,0.04180213073582384,0.46155674621005627,0.2564361494651205,0.9697878019814151
165,166,0.040686643925804566,0.458379643475073,0.250530672968002,0.9689383851210686
166,167,0.039600198791665986,0.45521280220189986,0.24473419161938048,0.9680707967476916
167,168,0.03854207788326647,0.4520563825197266,0.23904603932305724,0.9671848217550414
168,169,0.03751157939886052,0.4489105411852249,0.23346547903144432,0.9662802471283822
169,170,0.03650801695840178,0.44577543159232724,0.22799170716926087,0.965356862073577
170,171,0.035530719373186415,0.442651203782933,0.22262385794092987,0.9644144581460934
171,172,0.03457903041239674,0.4395380044585283,0.2173610075175949,0.9634528293798115
172,173,0.03365230856706636,0.43643597699270054,0.21220217810041941,0.9624717724155154
173,174,0.032749926811953434,0.4333452614445351,0.2071463418575047,0.9614710866289586
174,175,0.03187127236578324,0.4302659945728713,0.2021924247324135,0.9604505742583854
175,176,0.031015746450285486,0.4271983098514023,0.1973393101228723,0.9594100405313933
176,177,0.03018276404842768,0.42414233748459873,0.1925858424287653,0.9583492937910241
177,178,0.02937175366222089,0.4210982044244367,0.18793083046905867,0.9572681456209658
178,179,0.028582157070438763,0.4180660343879098,0.18337305076773325,0.9561664109697545
179,180,0.027813429086579577,0.41504594787530746,0.1789112507092393,0.9550439082738591
180,181,0.027065037317370977,0.41203806218923333,0.17454415156437142,0.9539004595795392
181,182,0.026336461922087162,0.4090424914543501,0.17027045138780783,0.9527358906633618
182,183,0.025627195372951772,0.40605934663782206,0.16608882778886214,0.9515500311512674
183,184,0.024936742216849828,0.40308873557044134,0.16199794057729422,0.950342714636073
184,185,0.02426461883857578,0.400130762968411,0.15799643428625665,0.9491137787933073
185,186,0.02361035322581584,0.3971855304557649,0.15408294057468674,0.9478630654952664
186,187,0.022973484736053318,0.3942531365874038,0.15025608051163342,0.946590420923188
187,188,0.022353563865559867,0.3913336768727276,0.1465144667451882,0.945295695677438
188,189,0.021750152020633573,0.38842724379983484,0.14285670555881214,0.9439787448856076
189,190,0.021162821291218048,0.3855339268602779,0.13928139881798685,0.9426394283084227
190,191,0.02059115422703306,0.38265381257434417,0.13578714581020712,0.941277610443364
191,192,0.02003474361633084,0.37978698451684656,0.13237254498141138,0.939893160625906
192,193,0.01949319226737678,0.3769335233433996,0.12903619557200574,0.9384859531282783
193,194,0.018966112792749512,0.3740935068171606,0.12577669915568312,0.93705586725566
194,195,0.018453127396541924,0.371267009836015,0.12259266108427302,0.9356027874397186
195,196,0.01795386766453122,0.3684541044601858,0.11948269184185722,0.9341266033294063
196,197,0.017467974357378013,0.3656548599402424,0.1164454083114056,0.932627209878934
197,198,0.016995097206919385,0.36286934274549654,0.1134794349571685,0.931104507432839
198,199,0.016534894715583892,0.36009761659275374,0.11058340492604368,0.9295584018080725
199,200,0.01608703395898259,0.3573397424754108,0.10775596107111063,0.9279888043730323
200,201,0.01565119039169427,0.35459577869287473,0.10499575690047891,0.9263956321234694
201,202,0.015227047656276693,0.3518657808802812,0.10230145745457264,0.924778807755201
202,203,0.014814297395521647,0.3491498020385,0.09967174011489643,0.9231382597335676
203,204,0.014412639067956978,0.3464478925643998,0.09710529534729406,0.9214739223595703
204,205,0.014021779766618336,0.34376010028136483,0.09460082738263831,0.9197857358326356
205,206,0.01364143404107554,0.34108647047003127,0.09215705483783343,0.9180736463099488
206,207,0.013271323722726214,0.33842704589923955,0.08977271127992725,0.9163376059623107
207,208,0.012911177753335501,0.33578186685717315,0.08744654573608035,0.914577573026468
208,209,0.012560732016826948,0.333150971182673,0.08517732315204851,0.9127935118538764
209,210,0.012219729174293925,0.3305343942967103,0.08296382480176323,0.9109853929558553
210,211,0.011887918502226924,0.3279321692339968,0.08080484865052295,0.9091531930451039
211,212,0.011565055733928853,0.3253443266747196,0.07869920967421795,0.9072968950735377
212,213,0.011250902904096027,0.322770894976386,0.07664574013694947,0.9054164882664301
213,214,0.010945228196541423,0.3202119002057555,0.07464328982930246,0.9035119681528228
214,215,0.010647805795028664,0.317667366170854,0.0726907262694736,0.901583336592195
215,216,0.010358415737186433,0.31513731445304494,0.07078693486936116,0.8996306017973693
216,217,0.010076843771474775,0.31262176443915,0.06893081906765541,0.8976537783536421
217,218,0.009802881217160775,0.3101207333536007,0.06712130043188047,0.8956528872341339
218,219,0.009536324827277731,0.3076342362906107,0.0653573187312727,0.8936279558113498
219,220,0.009276976654526092,0.3051622862463508,0.06363783198229678,0.8915790178649527
220,221,0.009024643920069297,0.3027048941511169,0.06196181646852661,0.889506113585749
221,222,0.008779138885205762,0.30026206890147633,0.06032826673655556,0.8874092895758967
222,223,0.008540278725854722,0.2978338173923821,0.05873619556951104,0.8852885988453416
223,224,0.008307885409823967,0.29542014454923815,0.057184633939698526,0.8831441008045002
224,225,0.008081785576823708,0.2930210533599088,0.05567263094181396,0.8809758612532017
225,226,0.007861810421169957,0.2906365449066586,0.05419925370811496,0.8787839523659147
226,227,0.0076477955771461215,0.28826661839801215,0.05276358730685882,0.8765684526732794
227,228,0.007439581006974172,0.2859112712005205,0.051364734625267805,0.8743294470399748
228,229,0.007237010891350093,0.2835704988704283,0.050001816238212315,0.8720670266389523
229,230,0.007039933522505315,0.28124429518522664,0.04867397026375164,0.8697812889220691
230,231,0.0068482011997426095,0.27893265217508556,0.04738035220660142,0.8674723375871598
231,232,0.006661670127407593,0.27663556015415447,0.04612013479056187,0.865140282541589
232,233,0.006480200315249651,0.2743530077517219,0.044892507780870505,0.8627852398623244
233,234,0.006303655481128101,0.27208498194322694,0.04369667779740194,0.8604073317525819
234,235,0.006131902956019175,0.26983146808110947,0.04253186811958076,0.858006686495091
235,236,0.0059648135912793165,0.2675924499254986,0.04139731848384043,0.855583438402033
236,237,0.0058022616681246975,0.2653679096747228,0.04029228487438952,0.8531377277617069
237,238,0.005644124809276008,0.2631578279956419,0.039216039308041295,0.8506697007819845
238,239,0.005490283892735648,0.2609621840537868,0.038167869613776495,0.8481795095306099
239,240,0.005340622967641706,0.25878095554330394,0.037147079207707545,0.8456673118724136
240,241,0.005195029172171184,0.2566141187166978,0.03615298686405255,0.8431332714034996
241,242,0.005053392653435962,0.25446164841436414,0.035184926482693446,0.8405775573824792
242,243,0.004915606489339974,0.2523235180939044,0.03424224685386579,0.8380003446588175
243,244,0.004781566612351296,0.2501996998592242,0.03332431142048442,0.835401813598368
244,245,0.004651171735149062,0.24809016448939913,0.03243049803858278,0.8327821500061652
245,246,0.00452432327810981,0.24599488146731174,0.03156019873631588,0.8301415450465566
246,247,0.00440092529858338,0.24391381900804954,0.030712819471932384,0.8274801951607444
247,248,0.004280884421932418,0.24184694408706064,0.029887779891121236,0.8247983019818239
248,249,0.0041641097742830535,0.2397942224680636,0.029084513084079222,0.8220960722473932
249,250,0.004050512916959903,0.23775561873070272,0.028302465342651684,0.819373717709819
250,251,0.003940007782562871,0.23573109629795208,0.02754109591784737,0.8166314550442424
251,252,0.003832510612647666,0.23372061746325723,0.02679987677802742,0.8138695057544063
252,253,0.0037279398969775057,0.23172414341741576,0.02607829236803505,0.8110880960763944
253,254,0.003626216314306263,0.22974163427518857,0.02537583936951593,0.8082874568803635
254,255,0.0035272626746626345,0.22777304910164653,0.024692026462657446,0.8054678235703612
255,256,0.0034310038630942508,0.22581834593823868,0.024026374089560876,0.8026294359823116
256,257,0.0033373667848475286,0.22387748182859069,0.023378414219440424,0.7997725382802658
257,258,0.0032462803119360784,0.22195041284402095,0.02274769011582689,0.7968973788509965
258,259,0.003157675231079904,0.22003709410877959,0.022133756105936597,0.7940042101970354
259,260,0.0030714841929738723,0.21813747982500298,0.02153617735235891,0.791093288828237
260,261,0.00298764166285459,0.21625152329738562,0.020954529627191576,0.7881648751519641
261,262,0.002906083872339593,0.21437917695756392,0.020388399088745346,0.7852192333619803
262,263,0.002826748772502996,0.2125203923882153,0.01983738206093455,0.7822566313261432
263,264,0.0027495759881619453,0.2106751203468643,0.019301084815436242,0.7792773404729899
264,265,0.0026745067733431327,0.20884331078940144,0.018779123356723937,0.776281635677298
265,266,0.0026014839679000534,0.20702491289330904,0.01827112321003388,0.7732697951447209
266,267,0.0025304519552538096,0.20521987508059447,0.017776719212344916,0.7702421002955795
267,268,0.002461356621232147,0.20342814504043194,0.017295555306423016,0.7671988356479037
268,269,0.0023941453139753044,0.20164966975150922,0.016827284337980863,0.7641402886998091
269,270,0.002328766804887583,0.19988439550407866,0.016371567855997804,0.7610667498112984
270,271,0.002265171250603104,0.19813226792171712,0.015928075916230355,0.7579785120855748
271,272,0.002203310155949323,0.1963932319827889,0.01549648688794314,0.7548758712499506
272,273,0.002143136337870555,0.1946672320416143,0.015076487263884109,0.751759125536442
273,274,0.002084603890304626,0.19295421184934214,0.014667771473512503,0.7486285755621256
274,275,0.0020276681499723503,0.1912541145745329,0.01427004169949786,0.7454845242093524
275,276,0.0019722856630658425,0.18956688282344036,0.013883007697487626,0.7423272765058863
276,277,0.0019184141528145737,0.18789245866000548,0.013506386619146826,0.7391571395050629
277,278,0.001866012487901969,0.18623078362555479,0.013139902838465778,0.7359744221660369
278,279,0.0018150406517118967,0.18458179875820613,0.012783287781326091,0.7327794352342054
279,280,0.0017654597123882843,0.18294544461198514,0.012436279758307411,0.7295724911218767
280,281,0.001717231793682772,0.18132166127564764,0.0120986238007319,0.7263539037892658
281,282,0.0016703200465726376,0.17971038839121523,0.011770071499913382,0.7231239886258889
282,283,0.0016246886216285672,0.17811156517222038,0.011450380849596598,0.7198830623324302
283,284,0.0015803026421129518,0.1765251304216663,0.011139316091561713,0.7166314428031493
284,285,0.0015371281777927237,0.17495102254969708,0.010836647564361201,0.7133694490089052
285,286,0.001495132219443862,0.17338917959098832,0.010542151555168355,0.7100974008808585
286,287,0.0014542826540321352,0.1718395392218488,0.010255610154698114,0.7068156191949213
287,288,0.0014145482405555354,0.17030203877704542,0.00997681111516846,0.7035244254570187
288,289,0.001375898586526314,0.16877661526634302,0.009705547711274076,0.7002241417892252
289,290,0.0013383041250778493,0.16726320539077089,0.009441618604121182,0.6969150908168358
290,291,0.0013017360926839139,0.1657617455586068,0.009184827708104581,0.6935975955564344
291,292,0.001266166507467914,0.1642721719010929,0.008934984060669726,0.6902719793050109
292,293,0.0012315681480937757,0.1627944202878704,0.008691901694932058,0.6869385655301894
293,294,0.001197914533215716,0.16132842634215172,0.008455399515107431,0.683597677761616
294,295,0.0011651799014792408,0.1598741254556144,0.008225301174712318,0.680249639483562
295,296,0.0011333391920584912,0.15843145280303594,0.008001434957491171,0.676894774028789
296,297,0.0011023680257087332,0.15700034335665847,0.007783633661029521,0.6735334044737267
297,298,0.0010722426863282175,0.15558073190029253,0.007571734483008297,0.670165853535007
298,299,0.0010429401030145335,0.1541725530431587,0.00736557891005496,0.666792443467402
299,300,0.0010144378326002457,0.15277574123347248,0.007165012609147592,0.6634134959632058
300,301,0.000986714042656045,0.15139023077177072,0.006969885321528313,0.6600293320530979
301,302,0.0009597474949493146,0.1500159558239864,0.006780050759082834,0.6566402720085363
302,303,0.0009335175293500031,0.14865285043426957,0.00659536650313608,0.6532466352457016
303,304,0.0009080040481613816,0.14730084853755998,0.006415693905629127,0.6498487402310444
304,305,0.0008831875008808998,0.1459598839719124,0.006240897992623284,0.6464469043884523
305,306,0.0008590488693612786,0.14462989049057917,0.006070847370091781,0.6430414440080798
306,307,0.0008355696533757229,0.14331080177384792,0.005905414131958331,0.6396326741568623
307,308,0.0008127318565717134,0.14200255144064178,0.005744473770328717,0.6362209085907451
308,309,0.0007905179727994982,0.14070507305988134,0.005587905087885092,0.6328064596686525
309,310,0.0007689109728103993,0.13941830016161383,0.005435590112389255,0.6293896382682174
310,311,0.0007478942913141662,0.13814216624790843,0.00528741401325572,0.6259707537032969
311,312,0.000727451814382607,0.13687660480352248,0.005143265020153942,0.6225501136432913
312,313,0.0007075678671960572,0.13562154930634285,0.0050030343435948366,0.6191280240342858
313,314,0.0006882272021165869,0.13437693323760014,0.0048666160974631945,0.6157047890220291
314,315,0.0006694149870847266,0.13314269009186386,0.004733907223450129,0.6122807108767677
315,316,0.0006511167943299423,0.1319187533868159,0.004604807417348145,0.6088560899199418
316,317,0.0006333185893859783,0.13070505667281118,0.0044792190571733,0.6054312244527638
317,318,0.0006160067203994091,0.12950153354222083,0.004357047133061176,0.6020064106866778
318,319,0.0005991679077321788,0.12830811763856553,0.004238199178914881,0.598581942675718
319,320,0.0005827892338396978,0.1271247426654437,0.004122585205753482,0.5951581122507644
320,321,0.000566858133428938,0.12595134239524775,0.004010117636727872,0.5917352089557087
321,322,0.000551362383874654,0.12478785067768083,0.003900711243768007,0.5883135199855252
322,323,0.0005362900959020589,0.12363420144807413,0.003794283085822747,0.5848933301262526
323,324,0.0005216297045195217,0.12249032873550236,0.0036907524486557985,0.5814749216968917
324,325,0.0005073699601919612,0.12135616667070759,0.003590040786164539,0.5780585744932079
325,326,0.0004934999202612644,0.1202316494938298,0.003492071663183438,0.5746445657334454
326,327,0.0004800089405918584,0.11911671156194326,0.003396770699741314,0.5712331700059419
327,328,0.0004668866674472083,0.11801128735641364,0.003304065516735566,0.5678246592186456
328,329,0.00045412302958391937,0.11691531149006118,0.0032138856829931894,0.5644193025505244
329,330,0.00044170823056099984,0.11582871871414968,0.0031261626636821527,0.5610173664048581
330,331,0.00042963274125862316,0.1147514439251911,0.003040829770047382,0.5576191143644078
331,332,0.0004178872925962862,0.11368342217157346,0.0029578221104292757,0.5542248071484542
332,333,0.0004064628684533611,0.11262458866001757,0.0028770765425516487,0.5508347025716881
333,334,0.0003953506987767197,0.11157487876185923,0.002798531627025147,0.5474490555049446
334,335,0.0003845422528802045,0.11053422801916224,0.0027221275820624724,0.5440681178377713
335,336,0.0003740292329216244,0.10950257215066539,0.0026478062393540114,0.540692138442806
336,337,0.00036380356755927323,0.10847984705756863,0.002575511001090325,0.5373213631419617
337,338,0.0003538574057797561,0.10746598882914782,0.0025051867980986353,0.5339560346743922
338,339,0.0003441831108949023,0.10646093374822463,0.0024367800490636693,0.5305963926662274
339,340,0.0003347732546987725,0.1054646182964658,0.0023702386208096504,0.5272426736020583
340,341,0.00032562061178742496,0.10447697915953902,0.002305511789617909,0.5238951107981528
341,342,0.000316718154027118,0.1034979532321103,0.0022425502035513523,0.5205539343773851
342,343,0.0003080590451803866,0.10252747762269565,0.0021813058457645917,0.5172193712458566
343,344,0.00029963663567345034,0.10156548965836487,0.0021217319987703043,0.5138916450711861
